iter	Logloss
847	0.2627342929
848	0.2626187479
849	0.2625027754
850	0.2624230193
851	0.2622978716
852	0.2621921001
853	0.2620261199
854	0.2619009436
855	0.2617849142
856	0.2616901416
857	0.2615832303
858	0.2614831862
859	0.2613773862
860	0.2612711589
861	0.2611425918
862	0.2610457676
863	0.260930308
864	0.2607935345
865	0.260638952
866	0.2604958528
867	0.2603980883
868	0.2601897937
869	0.2600857889
870	0.2599192102
871	0.2598024684
872	0.2596382547
873	0.2595207435
874	0.2594339209
875	0.2592858921
876	0.2591285171
877	0.2590036259
878	0.2588675363
879	0.2587245225
880	0.2585563197
881	0.2584020506
882	0.2582445047
883	0.2581182742
884	0.2579661137
885	0.2578600573
886	0.2577287832
887	0.2576167145
888	0.2575402638
889	0.2573961958
890	0.2573230505
891	0.2571832851
892	0.2570836114
893	0.2569618831
894	0.2568451982
895	0.2567212188
896	0.2565968689
897	0.2564614062
898	0.2563334945
899	0.2562109113
900	0.2561211252
901	0.2559562562
902	0.2557059608
903	0.2555996194
904	0.2554479433
905	0.2553195188
906	0.2552084473
907	0.2550542352
908	0.2549041264
909	0.2547782378
910	0.2546772819
911	0.2544669642
912	0.2543458057
913	0.2542403762
914	0.2540898684
915	0.2539749217
916	0.2538478933
917	0.2537161919
918	0.2535029963
919	0.253383063
920	0.2532888318
921	0.2531267268
922	0.2530021774
923	0.2528819308
924	0.2527420514
925	0.2526082699
926	0.2524925253
927	0.2523795732
928	0.2522737733
929	0.2521588551
930	0.2520164112
931	0.2519205558
932	0.2517750631
933	0.251680034
934	0.2515838082
935	0.251422273
936	0.2512476304
937	0.2511300907
938	0.2509930893
939	0.2508438353
940	0.2507203117
941	0.2505468659
942	0.2504144236
943	0.2503160892
944	0.250164926
945	0.2500651669
946	0.2499068801
947	0.2497821313
948	0.2496335041
949	0.2495548879
950	0.2494497433
951	0.2493494712
952	0.2492275434
953	0.2490555508
954	0.2488868065
955	0.2487402595
956	0.2486168784
957	0.2485249552
958	0.2483977844
959	0.2482333143
960	0.2480334826
961	0.2478878759
962	0.2478009392
963	0.2477059672
964	0.2475567416
965	0.2474774985
966	0.2473788221
967	0.2472121865
968	0.2471146499
969	0.2470229832
970	0.2468918231
971	0.2468014102
972	0.2467242187
973	0.2465639658
974	0.2464216644
975	0.2462941231
976	0.2461941645
977	0.2460466201
978	0.2458854554
979	0.2457817355
980	0.2456434804
981	0.2455378799
982	0.2454322224
983	0.2453416954
984	0.2452632217
985	0.2451681071
986	0.2450666953
987	0.2449122268
988	0.2448315019
989	0.2447138198
990	0.2445823748
991	0.2444179047
992	0.2443037274
993	0.2441808877
994	0.2440643738
995	0.2439601695
996	0.2438281261
997	0.2436417438
998	0.2435465153
999	0.2434471551
